order_id,customer_id,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name
1289,7694,Nashville,TN,2023-05-26,5,1400,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1290,6119,Nashville,TN,2022-06-07,5,2290,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1291,1183,Nashville,TN,2020-10-12,3,1068,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1292,1488,Orlando,FL,2020-07-31,5,790,Chair,Office,ComfortHome,Peachtree Home Interiors
1293,8683,Nashville,TN,2023-03-21,5,370,Chair,Office,Elegance,Peachtree Home Interiors
1294,3434,Atlanta,GA,2020-10-06,1,131,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1295,9400,Miami,FL,2021-04-05,2,774,Chair,Office,Homely,Peachtree Home Interiors
1296,1566,Atlanta,GA,2023-09-29,3,273,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1297,3048,Nashville,TN,2022-08-22,2,788,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1298,7831,Miami,FL,2021-03-21,2,844,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1299,2475,Miami,FL,2021-03-13,4,476,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1300,9020,Miami,FL,2020-02-21,2,292,Sofa,Living Room,Elegance,Peachtree Home Interiors
1301,3734,Nashville,TN,2023-09-28,2,162,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1302,3868,Orlando,FL,2023-10-06,4,872,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1303,2281,Charlotte,NC,2021-09-23,3,612,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1304,2446,Nashville,TN,2021-06-04,3,1320,Sofa,Living Room,Homely,Peachtree Home Interiors
1305,5857,Orlando,FL,2020-09-01,3,939,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1306,9560,Orlando,FL,2021-01-04,1,98,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1307,1232,Orlando,FL,2021-03-15,5,780,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1308,2890,Orlando,FL,2023-06-21,5,645,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1309,7066,Orlando,FL,2023-04-11,2,268,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1310,9336,Orlando,FL,2023-09-29,5,270,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1311,6328,Atlanta,GA,2023-01-16,1,451,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1312,9653,Miami,FL,2020-09-19,3,1236,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1313,5826,Charlotte,NC,2021-07-21,4,1072,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1314,3634,Miami,FL,2020-04-17,4,1964,Chair,Office,CraftsWell,Peachtree Home Interiors
1315,3484,Nashville,TN,2021-07-30,1,432,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1316,8503,Atlanta,GA,2022-01-14,2,968,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1317,6291,Atlanta,GA,2020-07-01,3,201,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1318,8189,Orlando,FL,2023-10-10,1,100,Sofa,Living Room,Elegance,Peachtree Home Interiors
1319,6685,Nashville,TN,2023-04-18,3,1278,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1320,8809,Miami,FL,2020-08-11,1,385,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1321,5443,Charlotte,NC,2020-09-11,3,891,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1322,1978,Charlotte,NC,2023-10-21,3,396,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1323,5607,Nashville,TN,2022-07-12,4,476,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1324,6057,Orlando,FL,2023-10-12,2,386,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1325,7572,Nashville,TN,2022-08-11,3,366,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1326,6136,Orlando,FL,2021-04-22,3,771,Chair,Office,ComfortHome,Peachtree Home Interiors
1327,8994,Charlotte,NC,2023-02-06,4,616,Chair,Office,ComfortHome,Peachtree Home Interiors
1328,5556,Charlotte,NC,2022-09-27,1,105,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1329,4279,Charlotte,NC,2020-08-19,3,1428,Chair,Office,ComfortHome,Peachtree Home Interiors
1330,8663,Nashville,TN,2023-03-16,1,247,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1331,1212,Charlotte,NC,2020-12-22,2,650,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1332,1305,Atlanta,GA,2020-01-23,5,810,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1333,2230,Miami,FL,2020-04-21,3,1083,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1334,2826,Orlando,FL,2020-07-25,3,525,Chair,Office,Elegance,Peachtree Home Interiors
1335,9665,Nashville,TN,2021-08-06,3,1041,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1336,7758,Atlanta,GA,2020-02-08,5,1080,Chair,Office,ComfortHome,Peachtree Home Interiors
1337,4784,Atlanta,GA,2020-01-30,5,2010,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1338,5102,Nashville,TN,2021-08-02,2,738,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1339,1210,Charlotte,NC,2021-11-04,3,1290,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1340,4398,Nashville,TN,2020-09-12,1,366,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1341,3464,Miami,FL,2021-06-30,1,75,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1342,4495,Orlando,FL,2023-08-28,1,352,Chair,Office,CraftsWell,Peachtree Home Interiors
1343,4836,Charlotte,NC,2020-05-04,4,448,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1344,9786,Charlotte,NC,2023-09-10,4,744,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1345,8181,Nashville,TN,2022-07-31,3,1386,Sofa,Living Room,Elegance,Peachtree Home Interiors
1346,8435,Miami,FL,2021-08-01,4,624,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1347,2338,Orlando,FL,2020-11-20,1,87,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1348,7580,Nashville,TN,2022-03-11,3,873,Chair,Office,CraftsWell,Peachtree Home Interiors
1349,4535,Nashville,TN,2021-11-09,2,920,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1350,4590,Orlando,FL,2020-03-23,5,510,Chair,Office,ComfortHome,Peachtree Home Interiors
1351,6564,Nashville,TN,2022-03-25,4,276,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1352,5598,Nashville,TN,2020-01-12,1,197,Sofa,Living Room,Homely,Peachtree Home Interiors
1353,8176,Nashville,TN,2020-09-03,2,866,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1354,1962,Charlotte,NC,2022-01-23,5,1370,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1355,6003,Orlando,FL,2023-12-14,4,624,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1356,2503,Miami,FL,2022-01-11,3,690,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1357,3095,Orlando,FL,2022-12-31,1,249,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1358,5348,Miami,FL,2020-03-17,4,1928,Chair,Office,Elegance,Peachtree Home Interiors
1359,8468,Charlotte,NC,2022-11-02,5,2405,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1360,9628,Atlanta,GA,2023-11-30,1,69,Sofa,Living Room,Elegance,Peachtree Home Interiors
1361,3530,Nashville,TN,2023-05-14,2,456,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1362,1826,Atlanta,GA,2023-02-21,2,402,Chair,Office,Elegance,Peachtree Home Interiors
1363,1243,Charlotte,NC,2022-06-10,4,1692,Chair,Office,Elegance,Peachtree Home Interiors
1364,6161,Nashville,TN,2022-03-08,4,1876,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1365,2250,Charlotte,NC,2023-03-26,4,712,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1366,7726,Orlando,FL,2020-06-16,4,368,Chair,Office,Homely,Peachtree Home Interiors
1367,8371,Miami,FL,2022-03-03,4,1508,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1368,8136,Miami,FL,2023-11-20,1,498,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1369,6712,Miami,FL,2020-05-09,5,2250,Chair,Office,CraftsWell,Peachtree Home Interiors
1370,3760,Atlanta,GA,2021-07-29,5,1370,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1371,3870,Nashville,TN,2022-08-19,2,844,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1372,9325,Orlando,FL,2021-10-27,4,236,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1373,8814,Orlando,FL,2023-03-11,5,460,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1374,5951,Miami,FL,2022-10-14,1,362,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1375,2470,Miami,FL,2022-06-25,3,564,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1376,6061,Orlando,FL,2021-05-12,4,600,Sofa,Living Room,Elegance,Peachtree Home Interiors
1377,3152,Charlotte,NC,2020-09-10,3,219,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1378,7375,Miami,FL,2023-04-11,3,1077,Chair,Office,CraftsWell,Peachtree Home Interiors
1379,6767,Charlotte,NC,2021-01-03,1,198,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1380,8604,Atlanta,GA,2023-05-27,2,180,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1381,3433,Nashville,TN,2020-07-09,1,376,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1382,8731,Miami,FL,2023-11-27,3,1368,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1383,3284,Miami,FL,2020-08-14,3,465,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1384,4238,Charlotte,NC,2023-03-04,3,1335,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1385,6479,Atlanta,GA,2021-05-17,5,735,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1386,3854,Charlotte,NC,2020-07-21,1,312,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1387,7439,Orlando,FL,2021-05-18,2,162,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1388,2864,Charlotte,NC,2020-07-21,1,404,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1389,8112,Orlando,FL,2021-05-07,2,940,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1390,1047,Nashville,TN,2020-01-07,3,438,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1391,8328,Atlanta,GA,2021-07-17,3,1473,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1392,2993,Miami,FL,2022-08-25,3,1482,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1393,2881,Charlotte,NC,2020-06-04,5,1205,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1394,2302,Miami,FL,2022-10-16,1,408,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1395,7920,Orlando,FL,2022-05-09,1,106,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1396,9058,Nashville,TN,2021-12-10,2,576,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1397,9950,Atlanta,GA,2023-10-09,5,1950,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1398,8504,Orlando,FL,2023-11-25,4,340,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1399,9819,Charlotte,NC,2022-01-27,1,228,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1400,8400,Nashville,TN,2022-11-20,4,1532,Chair,Office,Elegance,Peachtree Home Interiors
1401,4216,Charlotte,NC,2023-10-15,2,708,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1402,5425,Charlotte,NC,2021-05-02,5,2400,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1403,1486,Orlando,FL,2023-05-03,3,1467,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1404,9600,Charlotte,NC,2021-11-13,3,867,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1405,9968,Atlanta,GA,2022-01-11,2,186,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1406,4038,Charlotte,NC,2022-11-17,4,920,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1407,6986,Miami,FL,2021-02-19,2,900,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1408,1194,Atlanta,GA,2020-06-12,2,706,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1409,1475,Charlotte,NC,2021-02-09,2,282,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1410,5342,Nashville,TN,2022-09-25,3,741,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1411,7183,Charlotte,NC,2023-02-25,4,292,Chair,Office,Elegance,Peachtree Home Interiors
1412,2182,Charlotte,NC,2021-04-03,4,448,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1413,9112,Atlanta,GA,2022-05-13,2,870,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1414,5465,Orlando,FL,2021-12-18,2,848,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1415,7914,Charlotte,NC,2020-10-04,4,736,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1416,9262,Atlanta,GA,2022-01-01,2,654,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1417,7021,Miami,FL,2021-11-18,1,319,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1418,3762,Orlando,FL,2023-05-19,1,228,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1419,6849,Nashville,TN,2021-09-12,1,174,Sofa,Living Room,Elegance,Peachtree Home Interiors
1420,4158,Atlanta,GA,2020-03-12,3,231,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1421,6091,Nashville,TN,2023-11-01,4,1060,Chair,Office,Elegance,Peachtree Home Interiors
1422,5853,Atlanta,GA,2021-01-24,2,462,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1423,8887,Nashville,TN,2023-11-08,4,1732,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1424,3054,Charlotte,NC,2021-09-03,4,1708,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1425,5370,Miami,FL,2023-01-16,5,2305,Chair,Office,Homely,Peachtree Home Interiors
1426,2658,Orlando,FL,2021-08-24,2,836,Sofa,Living Room,Elegance,Peachtree Home Interiors
1427,5419,Miami,FL,2022-04-04,5,720,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1428,2953,Miami,FL,2022-03-11,1,151,Sofa,Living Room,Elegance,Peachtree Home Interiors
1429,8067,Miami,FL,2023-01-09,1,111,Chair,Office,Elegance,Peachtree Home Interiors
1430,4106,Atlanta,GA,2021-07-31,2,294,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1431,8122,Nashville,TN,2020-03-31,4,456,Sofa,Living Room,Elegance,Peachtree Home Interiors
1432,4021,Miami,FL,2020-09-26,3,1380,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1433,6735,Atlanta,GA,2023-08-08,5,2035,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1434,4270,Charlotte,NC,2020-11-15,4,1120,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1435,8518,Miami,FL,2020-06-05,4,1128,Sofa,Living Room,Homely,Peachtree Home Interiors
1436,3691,Atlanta,GA,2021-03-22,4,1016,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1437,6139,Nashville,TN,2023-07-24,2,788,Chair,Office,ComfortHome,Peachtree Home Interiors
1438,7963,Charlotte,NC,2020-05-21,4,332,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1439,3733,Charlotte,NC,2023-10-19,5,635,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1440,9776,Miami,FL,2020-05-08,3,675,Chair,Office,Homely,Peachtree Home Interiors
1441,2029,Charlotte,NC,2023-04-02,2,400,Sofa,Living Room,Elegance,Peachtree Home Interiors
1442,1813,Miami,FL,2021-03-04,4,268,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1443,8548,Orlando,FL,2021-08-12,5,2330,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1444,7166,Atlanta,GA,2021-04-09,4,1064,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1445,9946,Miami,FL,2021-05-28,3,1188,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1446,2760,Nashville,TN,2023-08-10,1,436,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1447,3692,Nashville,TN,2022-12-31,5,2120,Sofa,Living Room,Elegance,Peachtree Home Interiors
1448,8428,Orlando,FL,2021-06-13,5,2385,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1449,4563,Charlotte,NC,2021-10-15,5,370,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1450,7916,Miami,FL,2021-03-21,5,590,Sofa,Living Room,Elegance,Peachtree Home Interiors
1451,2947,Charlotte,NC,2020-07-01,4,1980,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1452,3623,Miami,FL,2020-08-13,1,373,Chair,Office,Homely,Peachtree Home Interiors
1453,6198,Miami,FL,2023-11-06,1,241,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1454,1649,Nashville,TN,2021-07-28,2,982,Sofa,Living Room,Homely,Peachtree Home Interiors
1455,6329,Orlando,FL,2022-03-23,3,633,Chair,Office,CraftsWell,Peachtree Home Interiors
1456,7405,Atlanta,GA,2021-04-04,1,378,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1457,2318,Charlotte,NC,2023-03-12,2,716,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1458,1037,Nashville,TN,2023-10-07,5,1440,Sofa,Living Room,Homely,Peachtree Home Interiors
1459,7062,Charlotte,NC,2020-02-25,5,2060,Chair,Office,Homely,Peachtree Home Interiors
1460,9352,Orlando,FL,2021-12-19,1,91,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1461,9141,Charlotte,NC,2021-08-04,3,1203,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1462,4461,Charlotte,NC,2022-08-28,1,127,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1463,8230,Charlotte,NC,2023-05-11,2,940,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1464,8555,Orlando,FL,2022-01-09,5,660,Chair,Office,CraftsWell,Peachtree Home Interiors
1465,4951,Atlanta,GA,2022-10-11,1,71,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1466,9241,Miami,FL,2023-10-10,1,176,Sofa,Living Room,Homely,Peachtree Home Interiors
1467,2633,Nashville,TN,2022-05-19,3,204,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1468,5225,Charlotte,NC,2023-04-16,1,151,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1469,2979,Orlando,FL,2023-04-18,1,245,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1470,2656,Charlotte,NC,2022-10-28,4,248,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1471,4602,Nashville,TN,2020-05-21,3,810,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1472,1208,Atlanta,GA,2022-04-15,2,244,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1473,7533,Orlando,FL,2023-01-13,1,291,Chair,Office,ComfortHome,Peachtree Home Interiors
1474,3872,Miami,FL,2023-12-20,4,1820,Sofa,Living Room,Elegance,Peachtree Home Interiors
1475,7163,Miami,FL,2021-02-01,4,1016,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1476,5768,Nashville,TN,2022-04-21,3,480,Chair,Office,Elegance,Peachtree Home Interiors
1477,4570,Nashville,TN,2021-03-24,3,612,Coffee Table,Living Room,Homely,Peachtree Home Interiors
1478,1279,Nashville,TN,2023-01-26,2,494,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1479,7618,Charlotte,NC,2021-12-20,1,187,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1480,4821,Charlotte,NC,2020-08-24,5,880,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1481,5248,Atlanta,GA,2021-08-21,5,1780,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1482,7802,Orlando,FL,2021-09-23,5,2285,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
1483,6585,Atlanta,GA,2023-05-04,5,2125,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1484,8650,Atlanta,GA,2023-07-09,3,1146,Chair,Office,CraftsWell,Peachtree Home Interiors
1485,5761,Nashville,TN,2021-12-29,4,208,Sofa,Living Room,Homely,Peachtree Home Interiors
1486,8994,Orlando,FL,2021-08-15,2,838,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1487,7491,Nashville,TN,2021-03-24,3,315,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1488,3176,Charlotte,NC,2021-02-07,1,394,Sofa,Living Room,Homely,Peachtree Home Interiors
1489,5334,Charlotte,NC,2021-07-24,4,1012,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1490,7007,Miami,FL,2020-05-05,3,396,Chair,Office,Elegance,Peachtree Home Interiors
1491,7786,Orlando,FL,2020-11-05,2,450,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1492,6530,Atlanta,GA,2021-09-05,3,663,Sofa,Living Room,Homely,Peachtree Home Interiors
1493,3699,Charlotte,NC,2022-12-27,3,630,Sofa,Living Room,Elegance,Peachtree Home Interiors
1494,3611,Miami,FL,2022-09-19,3,765,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1495,9926,Atlanta,GA,2021-06-23,1,93,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1496,6952,Nashville,TN,2022-04-24,5,360,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1497,3324,Charlotte,NC,2023-02-01,5,380,Sofa,Living Room,Elegance,Peachtree Home Interiors
1498,5894,Charlotte,NC,2021-09-08,3,1383,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1499,4015,Atlanta,GA,2023-07-31,1,190,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1500,8507,Miami,FL,2022-03-30,4,672,Chair,Office,CraftsWell,Peachtree Home Interiors
1501,8596,Charlotte,NC,2023-03-08,4,1476,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1502,3405,Miami,FL,2022-03-01,4,600,Sofa,Living Room,Homely,Peachtree Home Interiors
1503,1975,Nashville,TN,2020-03-22,4,468,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1504,5601,Nashville,TN,2020-02-22,4,552,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1505,6590,Nashville,TN,2021-04-22,3,186,Sofa,Living Room,Elegance,Peachtree Home Interiors
1506,2454,Orlando,FL,2021-04-15,1,409,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
1507,9309,Orlando,FL,2023-07-26,2,256,Chair,Office,CraftsWell,Peachtree Home Interiors
1508,9787,Miami,FL,2021-11-12,5,525,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1509,3336,Orlando,FL,2021-04-15,5,1140,Sofa,Living Room,Elegance,Peachtree Home Interiors
1510,4722,Orlando,FL,2021-01-03,1,487,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
1511,3294,Atlanta,GA,2022-08-25,1,182,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1512,4511,Charlotte,NC,2022-08-27,1,124,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1513,4437,Miami,FL,2020-01-16,1,240,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
1514,1852,Atlanta,GA,2022-03-05,4,736,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1515,4783,Orlando,FL,2020-05-21,4,1588,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1516,1572,Atlanta,GA,2021-01-19,2,110,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1517,3846,Nashville,TN,2020-07-17,2,606,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1518,4133,Orlando,FL,2021-03-11,2,902,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1519,5274,Charlotte,NC,2021-04-15,1,143,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
1520,7846,Nashville,TN,2023-07-24,5,1895,Chair,Office,ComfortHome,Peachtree Home Interiors
1521,6788,Atlanta,GA,2021-10-15,4,216,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
1522,5935,Charlotte,NC,2020-09-01,2,518,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1523,2340,Nashville,TN,2021-08-10,1,241,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1524,6568,Miami,FL,2023-08-01,4,1960,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1525,4144,Atlanta,GA,2020-05-05,2,124,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
1526,4782,Atlanta,GA,2020-06-14,5,305,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
1527,4200,Nashville,TN,2021-10-29,2,568,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
1528,4636,Orlando,FL,2023-10-10,4,1476,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1529,2706,Charlotte,NC,2023-04-11,5,1425,Chair,Office,CraftsWell,Peachtree Home Interiors
1530,7715,Miami,FL,2023-11-25,2,532,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
1531,7271,Orlando,FL,2022-12-19,2,990,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1532,3861,Miami,FL,2021-09-28,4,1716,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
1533,4805,Charlotte,NC,2021-04-04,5,1725,Dining Table,Dining Room,Homely,Peachtree Home Interiors
1534,7458,Orlando,FL,2022-08-10,2,950,Chair,Office,UrbanFurnish,Peachtree Home Interiors
1535,4941,Nashville,TN,2023-03-14,1,355,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1536,9741,Atlanta,GA,2020-06-23,4,284,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1537,7530,Charlotte,NC,2020-11-30,3,1068,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1538,9234,Charlotte,NC,2022-10-22,1,69,Bookshelf,Living Room,Homely,Peachtree Home Interiors
1539,4622,Charlotte,NC,2020-11-29,5,2440,Chair,Office,Elegance,Peachtree Home Interiors
1540,8705,Atlanta,GA,2020-01-15,1,258,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
1541,6782,Atlanta,GA,2021-05-23,1,163,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
1542,7197,Nashville,TN,2022-01-18,3,1059,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
1543,1296,Charlotte,NC,2023-09-16,3,648,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
1544,1933,Charlotte,NC,2021-12-16,5,900,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
